CREATED_AT,VOUCHER_BASED_REFILL,SEGMENTATION_ID,AMOUNT,QYT,REFILL_TYPE
7/7/2020,1,V020,752940,37647,PIN_BASED
7/16/2020,1,V080,640,8,PIN_BASED
7/18/2020,0,V080,80,1,PIN_LESS_BASED
7/24/2020,0,V300,14400,48,PIN_LESS_BASED
7/29/2020,1,V630,459000,765,PIN_BASED
8/10/2020,0,V100,14700,147,PIN_LESS_BASED
8/29/2020,0,V020,7260,363,PIN_LESS_BASED
9/1/2020,0,ADJUSTMENT,7818,131,TUM_ADJUSTMENT
9/2/2020,1,V200,117400,587,PIN_BASED
9/8/2020,0,V010,3020,302,PIN_LESS_BASED
9/15/2020,1,V630,340200,567,PIN_BASED
9/20/2020,1,V080,560,7,PIN_BASED
9/25/2020,0,V050,19200,384,PIN_LESS_BASED
10/1/2020,1,V010,624410,62441,PIN_BASED
6/18/2020,0,V100,20400,204,PIN_LESS_BASED
6/19/2020,0,V630,48600,81,PIN_LESS_BASED
6/19/2020,1,S030,180,6,PIN_BASED
7/2/2020,0,V300,14400,48,PIN_LESS_BASED
7/6/2020,1,S030,240,8,PIN_BASED
7/9/2020,0,V100,20700,207,PIN_LESS_BASED
7/12/2020,1,V100,435900,4359,PIN_BASED
7/17/2020,1,V150,12300,82,PIN_BASED
7/25/2020,1,V050,843850,16877,PIN_BASED
8/3/2020,1,V2M,32000,16,PIN_BASED
8/15/2020,1,V010,560170,56017,PIN_BASED
8/17/2020,1,V020,861060,43053,PIN_BASED
8/18/2020,0,V2M,14000,7,PIN_LESS_BASED
8/19/2020,1,V300,194700,649,PIN_BASED
8/24/2020,1,V150,13500,90,PIN_BASED
8/28/2020,0,V010,2750,275,PIN_LESS_BASED
9/5/2020,1,V2M,8000,4,PIN_BASED
9/8/2020,1,V050,933250,18665,PIN_BASED
9/18/2020,0,V150,1050,7,PIN_LESS_BASED
9/22/2020,1,V050,940850,18817,PIN_BASED
6/8/2020,1,V050,612200,12244,PIN_BASED
6/15/2020,0,V150,1050,7,PIN_LESS_BASED
6/19/2020,1,V300,173700,579,PIN_BASED
6/20/2020,0,V150,900,6,PIN_LESS_BASED
6/23/2020,0,V150,1050,7,PIN_LESS_BASED
6/30/2020,1,V150,12150,81,PIN_BASED
7/3/2020,0,V100,14300,143,PIN_LESS_BASED
7/7/2020,1,S030,210,7,PIN_BASED
7/17/2020,0,V630,33000,55,PIN_LESS_BASED
7/23/2020,0,V010,2900,290,PIN_LESS_BASED
8/12/2020,0,V010,2640,264,PIN_LESS_BASED
8/20/2020,0,V020,8620,431,PIN_LESS_BASED
8/23/2020,0,V200,7200,36,PIN_LESS_BASED
8/28/2020,0,V020,8660,433,PIN_LESS_BASED
8/28/2020,1,V200,153600,768,PIN_BASED
9/5/2020,1,V150,9750,65,PIN_BASED
9/19/2020,0,V200,10200,51,PIN_LESS_BASED
9/22/2020,1,V300,176400,588,PIN_BASED
10/4/2020,1,V150,15000,100,PIN_BASED
6/14/2020,0,V020,7700,385,PIN_LESS_BASED
6/16/2020,1,V020,706860,35343,PIN_BASED
6/29/2020,0,V100,21300,213,PIN_LESS_BASED
7/8/2020,0,V2M,8000,4,PIN_LESS_BASED
7/8/2020,1,V050,748250,14965,PIN_BASED
7/9/2020,1,V2M,42000,21,PIN_BASED
7/14/2020,1,V300,144000,480,PIN_BASED
7/29/2020,0,V100,14400,144,PIN_LESS_BASED
8/2/2020,0,V630,19200,32,PIN_LESS_BASED
8/4/2020,1,S030,300,10,PIN_BASED
8/9/2020,0,V300,5700,19,PIN_LESS_BASED
8/25/2020,0,V100,22100,221,PIN_LESS_BASED
8/26/2020,1,V020,829120,41456,PIN_BASED
8/29/2020,0,V050,12800,256,PIN_LESS_BASED
8/31/2020,0,V200,9200,46,PIN_LESS_BASED
9/6/2020,0,V630,10800,18,PIN_LESS_BASED
9/7/2020,0,V630,19200,32,PIN_LESS_BASED
9/7/2020,1,V300,93600,312,PIN_BASED
9/22/2020,1,V150,20100,134,PIN_BASED
9/25/2020,0,V150,1350,9,PIN_LESS_BASED
6/2/2020,1,V010,487640,48764,PIN_BASED
6/3/2020,0,V2M,12000,6,PIN_LESS_BASED
6/9/2020,0,V150,1950,13,PIN_LESS_BASED
6/18/2020,1,V080,800,10,PIN_BASED
7/1/2020,0,V020,13680,684,PIN_LESS_BASED
7/2/2020,1,V020,768700,38435,PIN_BASED
7/5/2020,1,V150,12300,82,PIN_BASED
7/10/2020,1,V010,540670,54067,PIN_BASED
7/15/2020,0,V010,2600,260,PIN_LESS_BASED
7/18/2020,1,S030,300,10,PIN_BASED
7/19/2020,0,ADJUSTMENT,6603,67,TUM_ADJUSTMENT
7/25/2020,0,V100,18400,184,PIN_LESS_BASED
8/7/2020,0,V050,16100,322,PIN_LESS_BASED
8/15/2020,1,V050,906300,18126,PIN_BASED
8/17/2020,0,V2M,14000,7,PIN_LESS_BASED
8/19/2020,1,V020,781760,39088,PIN_BASED
8/20/2020,1,V150,14550,97,PIN_BASED
8/23/2020,1,V630,325800,543,PIN_BASED
8/31/2020,1,V050,949900,18998,PIN_BASED
8/31/2020,1,V080,960,12,PIN_BASED
9/1/2020,0,V020,8600,430,PIN_LESS_BASED
9/6/2020,1,V150,10050,67,PIN_BASED
9/11/2020,0,V050,20100,402,PIN_LESS_BASED
9/13/2020,1,V300,87600,292,PIN_BASED
9/17/2020,0,V100,17500,175,PIN_LESS_BASED
9/19/2020,1,V010,608510,60851,PIN_BASED
9/23/2020,0,V2M,14000,7,PIN_LESS_BASED
9/29/2020,0,V200,9600,48,PIN_LESS_BASED
6/3/2020,1,S030,120,4,PIN_BASED
6/7/2020,0,V150,1050,7,PIN_LESS_BASED
6/7/2020,1,V010,463070,46307,PIN_BASED
6/11/2020,0,V100,49100,491,PIN_LESS_BASED
6/18/2020,1,V300,148800,496,PIN_BASED
6/25/2020,0,V150,600,4,PIN_LESS_BASED
7/18/2020,0,V630,18600,31,PIN_LESS_BASED
7/24/2020,0,V010,2540,254,PIN_LESS_BASED
7/25/2020,1,V100,615300,6153,PIN_BASED
7/28/2020,1,V080,640,8,PIN_BASED
8/1/2020,0,V300,8700,29,PIN_LESS_BASED
8/10/2020,0,V630,34200,57,PIN_LESS_BASED
8/14/2020,0,V020,8500,425,PIN_LESS_BASED
8/14/2020,0,V150,1650,11,PIN_LESS_BASED
8/19/2020,0,V300,12900,43,PIN_LESS_BASED
8/20/2020,0,V050,18600,372,PIN_LESS_BASED
8/21/2020,0,V150,1950,13,PIN_LESS_BASED
9/8/2020,0,V050,21200,424,PIN_LESS_BASED
9/12/2020,0,V630,18000,30,PIN_LESS_BASED
9/15/2020,1,V050,789000,15780,PIN_BASED
9/26/2020,0,V2M,4000,2,PIN_LESS_BASED
10/5/2020,1,V300,120000,400,PIN_BASED
6/3/2020,1,V300,150900,503,PIN_BASED
6/9/2020,0,V200,10200,51,PIN_LESS_BASED
6/12/2020,0,ADJUSTMENT,7199,153,TUM_ADJUSTMENT
6/16/2020,1,V300,140100,467,PIN_BASED
6/21/2020,0,V630,22800,38,PIN_LESS_BASED
6/29/2020,0,V2M,4000,2,PIN_LESS_BASED
7/6/2020,1,V010,546500,54650,PIN_BASED
7/9/2020,1,V150,13800,92,PIN_BASED
7/15/2020,1,V300,135300,451,PIN_BASED
7/15/2020,1,V630,355200,592,PIN_BASED
7/28/2020,0,V150,450,3,PIN_LESS_BASED
8/3/2020,0,V050,14300,286,PIN_LESS_BASED
8/6/2020,1,V150,16200,108,PIN_BASED
8/10/2020,1,V050,870600,17412,PIN_BASED
8/13/2020,0,V050,13850,277,PIN_LESS_BASED
8/14/2020,1,V080,560,7,PIN_BASED
8/17/2020,1,V100,638600,6386,PIN_BASED
9/15/2020,0,V630,24000,40,PIN_LESS_BASED
9/19/2020,1,V080,400,5,PIN_BASED
9/26/2020,0,V100,26800,268,PIN_LESS_BASED
9/30/2020,1,S030,210,7,PIN_BASED
10/3/2020,1,V200,125200,626,PIN_BASED
6/1/2020,1,V050,785750,15715,PIN_BASED
6/8/2020,1,V100,439000,4390,PIN_BASED
6/8/2020,1,V200,46000,230,PIN_BASED
6/22/2020,1,V630,453000,755,PIN_BASED
6/27/2020,0,V020,9220,461,PIN_LESS_BASED
7/8/2020,1,V020,779000,38950,PIN_BASED
7/22/2020,0,V080,80,1,PIN_LESS_BASED
7/29/2020,1,V150,13050,87,PIN_BASED
8/3/2020,0,V100,16500,165,PIN_LESS_BASED
8/12/2020,0,V200,8200,41,PIN_LESS_BASED
8/22/2020,1,V050,914700,18294,PIN_BASED
9/11/2020,0,V200,8400,42,PIN_LESS_BASED
9/25/2020,0,V020,10540,527,PIN_LESS_BASED
9/29/2020,1,V150,14850,99,PIN_BASED
10/5/2020,0,V300,7500,25,PIN_LESS_BASED
6/1/2020,0,V080,80,1,PIN_LESS_BASED
6/3/2020,0,V150,600,4,PIN_LESS_BASED
6/8/2020,0,V200,13000,65,PIN_LESS_BASED
6/8/2020,1,V2M,40000,20,PIN_BASED
6/9/2020,0,V050,49750,995,PIN_LESS_BASED
6/11/2020,0,ADJUSTMENT,7818,159,TUM_ADJUSTMENT
6/18/2020,0,V200,8800,44,PIN_LESS_BASED
6/21/2020,0,ADJUSTMENT,4368,75,TUM_ADJUSTMENT
7/5/2020,0,ADJUSTMENT,195,21,TUM_ADJUSTMENT
7/9/2020,1,V630,340800,568,PIN_BASED
7/15/2020,0,V050,13450,269,PIN_LESS_BASED
7/16/2020,1,S030,30,1,PIN_BASED
7/27/2020,1,V050,856200,17124,PIN_BASED
8/11/2020,0,V300,12300,41,PIN_LESS_BASED
8/13/2020,1,V100,587800,5878,PIN_BASED
8/14/2020,0,V100,21300,213,PIN_LESS_BASED
8/19/2020,0,V020,7500,375,PIN_LESS_BASED
9/1/2020,1,V300,220500,735,PIN_BASED
9/2/2020,1,V010,551200,55120,PIN_BASED
9/8/2020,0,ADJUSTMENT,3461,124,TUM_ADJUSTMENT
9/14/2020,1,V010,517300,51730,PIN_BASED
9/16/2020,1,V020,830020,41501,PIN_BASED
9/30/2020,0,V080,80,1,PIN_LESS_BASED
10/1/2020,1,V020,885660,44283,PIN_BASED
10/2/2020,0,V630,65400,109,PIN_LESS_BASED
6/10/2020,0,V300,21900,73,PIN_LESS_BASED
6/16/2020,1,V010,453770,45377,PIN_BASED
6/17/2020,0,V050,18150,363,PIN_LESS_BASED
6/17/2020,0,V300,15000,50,PIN_LESS_BASED
6/28/2020,1,V080,560,7,PIN_BASED
7/1/2020,0,V100,18000,180,PIN_LESS_BASED
7/2/2020,0,V200,8600,43,PIN_LESS_BASED
7/14/2020,0,ADJUSTMENT,7195,121,TUM_ADJUSTMENT
7/19/2020,1,V020,652060,32603,PIN_BASED
7/21/2020,0,V300,13200,44,PIN_LESS_BASED
7/24/2020,1,V150,15900,106,PIN_BASED
8/4/2020,1,V020,838260,41913,PIN_BASED
8/29/2020,0,V630,25800,43,PIN_LESS_BASED
6/11/2020,1,S030,120,4,PIN_BASED
6/15/2020,1,V150,14850,99,PIN_BASED
6/22/2020,0,V050,18000,360,PIN_LESS_BASED
6/24/2020,0,V050,22900,458,PIN_LESS_BASED
6/24/2020,0,V630,42000,70,PIN_LESS_BASED
6/24/2020,1,V150,13200,88,PIN_BASED
6/29/2020,1,V300,178200,594,PIN_BASED
7/5/2020,0,V100,3000,30,PIN_LESS_BASED
8/11/2020,1,V630,372600,621,PIN_BASED
8/20/2020,1,V080,320,4,PIN_BASED
8/22/2020,1,V100,690800,6908,PIN_BASED
9/9/2020,1,V2M,32000,16,PIN_BASED
9/15/2020,0,V200,7400,37,PIN_LESS_BASED
9/17/2020,1,V300,147600,492,PIN_BASED
10/2/2020,1,V080,320,4,PIN_BASED
10/2/2020,1,V200,81800,409,PIN_BASED
6/3/2020,0,V010,2010,201,PIN_LESS_BASED
6/3/2020,0,V050,17800,356,PIN_LESS_BASED
6/13/2020,0,ADJUSTMENT,5468,98,TUM_ADJUSTMENT
6/15/2020,1,V200,87800,439,PIN_BASED
6/25/2020,1,V020,712200,35610,PIN_BASED
6/25/2020,1,V100,556300,5563,PIN_BASED
7/9/2020,0,ADJUSTMENT,2997,87,TUM_ADJUSTMENT
7/13/2020,0,V150,1200,8,PIN_LESS_BASED
7/17/2020,0,V300,5400,18,PIN_LESS_BASED
7/18/2020,1,V080,480,6,PIN_BASED
7/30/2020,0,V050,16000,320,PIN_LESS_BASED
8/1/2020,1,V020,819800,40990,PIN_BASED
8/10/2020,0,V020,6540,327,PIN_LESS_BASED
8/15/2020,1,V100,490600,4906,PIN_BASED
8/26/2020,0,V150,750,5,PIN_LESS_BASED
9/10/2020,1,V150,10050,67,PIN_BASED
9/16/2020,1,V050,869950,17399,PIN_BASED
9/20/2020,1,V020,731100,36555,PIN_BASED
6/3/2020,1,V2M,26000,13,PIN_BASED
6/7/2020,0,V080,160,2,PIN_LESS_BASED
6/8/2020,0,V020,23380,1169,PIN_LESS_BASED
6/12/2020,0,V010,5880,588,PIN_LESS_BASED
6/14/2020,1,V200,53000,265,PIN_BASED
6/15/2020,0,ADJUSTMENT,7145,125,TUM_ADJUSTMENT
6/17/2020,0,ADJUSTMENT,11525,119,TUM_ADJUSTMENT
6/18/2020,1,V150,15600,104,PIN_BASED
7/10/2020,0,V200,7000,35,PIN_LESS_BASED
7/14/2020,0,V050,17350,347,PIN_LESS_BASED
7/18/2020,1,V150,9900,66,PIN_BASED
8/4/2020,0,V020,6900,345,PIN_LESS_BASED
8/5/2020,0,V050,15150,303,PIN_LESS_BASED
8/12/2020,0,V020,7800,390,PIN_LESS_BASED
8/13/2020,1,S030,300,10,PIN_BASED
8/19/2020,1,S030,420,14,PIN_BASED
8/26/2020,0,V200,9400,47,PIN_LESS_BASED
8/30/2020,1,V630,264000,440,PIN_BASED
9/13/2020,1,V630,157800,263,PIN_BASED
9/17/2020,0,ADJUSTMENT,6579,125,TUM_ADJUSTMENT
9/23/2020,1,V630,496200,827,PIN_BASED
9/27/2020,0,V010,2380,238,PIN_LESS_BASED
9/29/2020,1,S030,480,16,PIN_BASED
10/2/2020,1,V050,1012300,20246,PIN_BASED
6/12/2020,0,V050,35600,712,PIN_LESS_BASED
6/15/2020,0,V630,36000,60,PIN_LESS_BASED
7/9/2020,1,V020,786260,39313,PIN_BASED
7/13/2020,1,V100,579100,5791,PIN_BASED
7/15/2020,0,V150,1200,8,PIN_LESS_BASED
7/16/2020,0,V150,600,4,PIN_LESS_BASED
7/30/2020,0,V150,1650,11,PIN_LESS_BASED
8/2/2020,1,V020,672500,33625,PIN_BASED
8/5/2020,0,V150,900,6,PIN_LESS_BASED
8/12/2020,1,V100,648700,6487,PIN_BASED
9/17/2020,1,V020,823660,41183,PIN_BASED
9/27/2020,0,V100,18300,183,PIN_LESS_BASED
10/3/2020,0,V100,42100,421,PIN_LESS_BASED
6/7/2020,1,V100,242400,2424,PIN_BASED
6/15/2020,0,V020,9820,491,PIN_LESS_BASED
6/19/2020,1,V020,761400,38070,PIN_BASED
6/20/2020,0,V010,2070,207,PIN_LESS_BASED
6/22/2020,0,V630,49800,83,PIN_LESS_BASED
6/30/2020,1,V200,114200,571,PIN_BASED
7/10/2020,0,V630,23400,39,PIN_LESS_BASED
7/13/2020,1,S030,240,8,PIN_BASED
7/27/2020,0,V020,6980,349,PIN_LESS_BASED
7/28/2020,1,V150,14550,97,PIN_BASED
8/1/2020,1,V050,890350,17807,PIN_BASED
8/4/2020,1,V2M,62000,31,PIN_BASED
8/10/2020,1,V2M,42000,21,PIN_BASED
8/11/2020,0,V080,80,1,PIN_LESS_BASED
8/14/2020,1,V300,214500,715,PIN_BASED
8/16/2020,1,V630,172800,288,PIN_BASED
8/20/2020,1,V2M,46000,23,PIN_BASED
9/8/2020,1,V2M,16000,8,PIN_BASED
9/12/2020,1,V010,573970,57397,PIN_BASED
9/21/2020,0,V630,44400,74,PIN_LESS_BASED
9/25/2020,1,V2M,18000,9,PIN_BASED
10/1/2020,0,V200,13400,67,PIN_LESS_BASED
10/3/2020,0,V630,35400,59,PIN_LESS_BASED
10/4/2020,1,V050,876050,17521,PIN_BASED
10/5/2020,1,V100,618900,6189,PIN_BASED
10/6/2020,0,V100,21800,218,PIN_LESS_BASED
10/6/2020,1,V020,628660,31433,PIN_BASED
6/12/2020,0,V080,80,1,PIN_LESS_BASED
6/22/2020,1,V010,494260,49426,PIN_BASED
7/11/2020,1,V080,320,4,PIN_BASED
7/13/2020,0,V050,13850,277,PIN_LESS_BASED
7/23/2020,0,V100,23300,233,PIN_LESS_BASED
8/5/2020,1,V630,545400,909,PIN_BASED
8/6/2020,0,ADJUSTMENT,3455,98,TUM_ADJUSTMENT
8/7/2020,1,V630,492600,821,PIN_BASED
8/14/2020,0,V010,3000,300,PIN_LESS_BASED
8/20/2020,0,V2M,4000,2,PIN_LESS_BASED
8/28/2020,1,S030,360,12,PIN_BASED
8/31/2020,1,V150,10500,70,PIN_BASED
9/4/2020,0,V050,18050,361,PIN_LESS_BASED
9/5/2020,1,S030,300,10,PIN_BASED
9/6/2020,1,V300,93600,312,PIN_BASED
9/10/2020,0,V020,7860,393,PIN_LESS_BASED
9/14/2020,1,V100,611200,6112,PIN_BASED
9/16/2020,1,V300,148800,496,PIN_BASED
9/18/2020,1,V020,906760,45338,PIN_BASED
9/18/2020,1,V300,190200,634,PIN_BASED
10/4/2020,1,V300,127200,424,PIN_BASED
6/2/2020,1,V100,773800,7738,PIN_BASED
6/7/2020,1,V080,640,8,PIN_BASED
6/12/2020,1,V2M,30000,15,PIN_BASED
6/14/2020,0,V2M,2000,1,PIN_LESS_BASED
7/5/2020,1,V2M,34000,17,PIN_BASED
7/9/2020,1,V080,1040,13,PIN_BASED
7/14/2020,1,V050,705650,14113,PIN_BASED
7/18/2020,0,V2M,4000,2,PIN_LESS_BASED
7/25/2020,0,V2M,4000,2,PIN_LESS_BASED
7/25/2020,1,V200,123000,615,PIN_BASED
8/5/2020,1,V300,196200,654,PIN_BASED
8/7/2020,1,V010,562100,56210,PIN_BASED
8/7/2020,1,V050,848700,16974,PIN_BASED
8/9/2020,0,V2M,2000,1,PIN_LESS_BASED
8/16/2020,0,V050,12950,259,PIN_LESS_BASED
8/16/2020,1,V050,625300,12506,PIN_BASED
8/19/2020,0,V630,26400,44,PIN_LESS_BASED
8/26/2020,0,V300,16200,54,PIN_LESS_BASED
9/7/2020,0,V010,2410,241,PIN_LESS_BASED
9/12/2020,1,V100,604000,6040,PIN_BASED
9/17/2020,0,V050,18650,373,PIN_LESS_BASED
9/18/2020,1,V050,1039550,20791,PIN_BASED
9/21/2020,0,V080,160,2,PIN_LESS_BASED
9/24/2020,0,V630,28200,47,PIN_LESS_BASED
9/24/2020,1,V080,560,7,PIN_BASED
10/6/2020,1,V630,376800,628,PIN_BASED
6/1/2020,1,V300,133500,445,PIN_BASED
6/3/2020,1,V020,732240,36612,PIN_BASED
6/6/2020,0,V100,35400,354,PIN_LESS_BASED
6/8/2020,1,V630,353400,589,PIN_BASED
6/13/2020,1,V200,92400,462,PIN_BASED
6/18/2020,1,V200,89800,449,PIN_BASED
6/19/2020,1,V100,640600,6406,PIN_BASED
6/29/2020,0,V050,18450,369,PIN_LESS_BASED
7/7/2020,1,V050,736850,14737,PIN_BASED
7/11/2020,1,V100,583200,5832,PIN_BASED
7/30/2020,0,V080,80,1,PIN_LESS_BASED
8/8/2020,1,V080,560,7,PIN_BASED
8/9/2020,1,V200,88000,440,PIN_BASED
8/18/2020,0,V010,2930,293,PIN_LESS_BASED
8/21/2020,0,ADJUSTMENT,7701,119,TUM_ADJUSTMENT
8/23/2020,1,V200,98800,494,PIN_BASED
9/5/2020,1,V630,290400,484,PIN_BASED
9/14/2020,1,V150,10650,71,PIN_BASED
9/15/2020,1,V150,10500,70,PIN_BASED
9/23/2020,1,V080,480,6,PIN_BASED
9/29/2020,1,V010,600630,60063,PIN_BASED
9/30/2020,0,V200,10600,53,PIN_LESS_BASED
6/6/2020,1,V010,479440,47944,PIN_BASED
6/10/2020,1,V050,621200,12424,PIN_BASED
6/19/2020,0,V150,1800,12,PIN_LESS_BASED
7/27/2020,0,ADJUSTMENT,6375,86,TUM_ADJUSTMENT
8/2/2020,0,V010,1800,180,PIN_LESS_BASED
8/2/2020,1,S030,30,1,PIN_BASED
8/2/2020,1,V150,8250,55,PIN_BASED
8/5/2020,0,V100,20400,204,PIN_LESS_BASED
8/25/2020,0,V150,1200,8,PIN_LESS_BASED
8/26/2020,1,V300,180600,602,PIN_BASED
9/4/2020,0,ADJUSTMENT,4377,104,TUM_ADJUSTMENT
9/6/2020,0,V080,80,1,PIN_LESS_BASED
9/7/2020,1,V080,320,4,PIN_BASED
9/17/2020,1,V150,12450,83,PIN_BASED
9/21/2020,0,V150,900,6,PIN_LESS_BASED
9/24/2020,0,V200,13800,69,PIN_LESS_BASED
9/29/2020,0,V050,31150,623,PIN_LESS_BASED
10/2/2020,0,V150,2250,15,PIN_LESS_BASED
10/2/2020,1,V100,582600,5826,PIN_BASED
10/5/2020,1,V2M,16000,8,PIN_BASED
6/2/2020,1,V200,137600,688,PIN_BASED
6/5/2020,1,V300,147600,492,PIN_BASED
6/18/2020,1,V010,448430,44843,PIN_BASED
6/29/2020,1,V2M,20000,10,PIN_BASED
7/2/2020,1,V2M,46000,23,PIN_BASED
7/4/2020,1,V050,749550,14991,PIN_BASED
7/7/2020,1,V200,91200,456,PIN_BASED
7/12/2020,0,V100,8200,82,PIN_LESS_BASED
7/16/2020,0,V020,6300,315,PIN_LESS_BASED
7/16/2020,0,V200,6000,30,PIN_LESS_BASED
7/23/2020,0,V200,11000,55,PIN_LESS_BASED
7/23/2020,1,V2M,24000,12,PIN_BASED
8/10/2020,1,V200,112800,564,PIN_BASED
8/15/2020,0,V100,19900,199,PIN_LESS_BASED
8/18/2020,1,V200,139800,699,PIN_BASED
8/22/2020,1,V630,415800,693,PIN_BASED
8/26/2020,0,V050,18100,362,PIN_LESS_BASED
8/28/2020,0,V150,750,5,PIN_LESS_BASED
9/1/2020,0,V630,28800,48,PIN_LESS_BASED
9/3/2020,1,V010,557200,55720,PIN_BASED
9/15/2020,0,V2M,4000,2,PIN_LESS_BASED
9/22/2020,1,S030,540,18,PIN_BASED
9/29/2020,0,V100,38000,380,PIN_LESS_BASED
10/5/2020,1,S030,240,8,PIN_BASED
6/4/2020,1,S030,210,7,PIN_BASED
6/22/2020,1,V100,645900,6459,PIN_BASED
6/27/2020,1,S030,120,4,PIN_BASED
6/28/2020,1,V300,108600,362,PIN_BASED
6/29/2020,1,V630,488400,814,PIN_BASED
7/16/2020,1,V010,467280,46728,PIN_BASED
7/17/2020,0,ADJUSTMENT,4544,96,TUM_ADJUSTMENT
7/26/2020,1,V010,486840,48684,PIN_BASED
7/27/2020,1,V080,640,8,PIN_BASED
8/7/2020,1,V100,640400,6404,PIN_BASED
8/25/2020,0,ADJUSTMENT,13725,129,TUM_ADJUSTMENT
8/28/2020,0,V050,17650,353,PIN_LESS_BASED
8/28/2020,1,V020,860340,43017,PIN_BASED
9/2/2020,0,ADJUSTMENT,8189,111,TUM_ADJUSTMENT
9/3/2020,1,V080,800,10,PIN_BASED
9/4/2020,0,V150,1350,9,PIN_LESS_BASED
9/6/2020,0,V010,1960,196,PIN_LESS_BASED
9/12/2020,1,V080,640,8,PIN_BASED
6/3/2020,0,ADJUSTMENT,4455,90,TUM_ADJUSTMENT
6/15/2020,1,V050,746850,14937,PIN_BASED
6/21/2020,1,V010,443300,44330,PIN_BASED
7/8/2020,1,V2M,48000,24,PIN_BASED
7/10/2020,1,V100,608200,6082,PIN_BASED
7/10/2020,1,V300,163500,545,PIN_BASED
7/18/2020,1,V2M,30000,15,PIN_BASED
7/20/2020,1,V050,891800,17836,PIN_BASED
7/24/2020,0,V630,38400,64,PIN_LESS_BASED
7/24/2020,1,V100,743200,7432,PIN_BASED
7/28/2020,1,V050,894750,17895,PIN_BASED
8/3/2020,1,V010,557710,55771,PIN_BASED
8/8/2020,0,V200,5000,25,PIN_LESS_BASED
8/21/2020,0,V300,16800,56,PIN_LESS_BASED
9/1/2020,0,V150,1200,8,PIN_LESS_BASED
9/4/2020,0,V020,8860,443,PIN_LESS_BASED
10/1/2020,0,V010,9120,912,PIN_LESS_BASED
10/2/2020,0,V300,24300,81,PIN_LESS_BASED
10/4/2020,0,V2M,6000,3,PIN_LESS_BASED
10/4/2020,1,V080,480,6,PIN_BASED
6/4/2020,1,V2M,20000,10,PIN_BASED
6/12/2020,0,V2M,6000,3,PIN_LESS_BASED
6/26/2020,0,V080,80,1,PIN_LESS_BASED
7/8/2020,1,V100,573900,5739,PIN_BASED
7/13/2020,1,V150,11700,78,PIN_BASED
7/14/2020,0,V010,2780,278,PIN_LESS_BASED
7/14/2020,0,V100,20000,200,PIN_LESS_BASED
7/18/2020,0,ADJUSTMENT,3712,83,TUM_ADJUSTMENT
7/19/2020,1,V2M,14000,7,PIN_BASED
7/20/2020,0,V100,19800,198,PIN_LESS_BASED
8/25/2020,1,V150,13950,93,PIN_BASED
8/29/2020,1,V150,8400,56,PIN_BASED
9/2/2020,1,V080,240,3,PIN_BASED
9/9/2020,1,V300,143100,477,PIN_BASED
9/10/2020,0,V300,8100,27,PIN_LESS_BASED
9/19/2020,1,V100,549800,5498,PIN_BASED
9/21/2020,1,V150,13350,89,PIN_BASED
9/22/2020,1,V100,740900,7409,PIN_BASED
9/23/2020,0,V010,2210,221,PIN_LESS_BASED
10/3/2020,1,V020,909020,45451,PIN_BASED
6/13/2020,1,V630,286800,478,PIN_BASED
6/16/2020,0,V200,7800,39,PIN_LESS_BASED
6/20/2020,0,V020,7400,370,PIN_LESS_BASED
6/28/2020,0,V150,450,3,PIN_LESS_BASED
6/30/2020,0,V200,8400,42,PIN_LESS_BASED
7/15/2020,1,V050,718150,14363,PIN_BASED
8/8/2020,0,ADJUSTMENT,2738,93,TUM_ADJUSTMENT
8/22/2020,1,V020,827060,41353,PIN_BASED
8/24/2020,0,V020,9100,455,PIN_LESS_BASED
8/27/2020,0,V300,11400,38,PIN_LESS_BASED
9/3/2020,1,V100,687600,6876,PIN_BASED
9/5/2020,1,V200,105200,526,PIN_BASED
9/13/2020,1,V010,446560,44656,PIN_BASED
9/18/2020,0,V080,80,1,PIN_LESS_BASED
9/22/2020,0,V020,10660,533,PIN_LESS_BASED
9/29/2020,1,V630,460200,767,PIN_BASED
9/30/2020,1,V630,397800,663,PIN_BASED
6/8/2020,1,V020,694600,34730,PIN_BASED
6/10/2020,0,V080,160,2,PIN_LESS_BASED
6/11/2020,0,V080,80,1,PIN_LESS_BASED
6/19/2020,0,V020,8480,424,PIN_LESS_BASED
6/26/2020,1,V100,643900,6439,PIN_BASED
7/7/2020,0,V2M,12000,6,PIN_LESS_BASED
7/7/2020,1,V080,640,8,PIN_BASED
7/10/2020,1,V020,805240,40262,PIN_BASED
7/16/2020,0,V300,9900,33,PIN_LESS_BASED
7/21/2020,1,V300,182700,609,PIN_BASED
7/26/2020,0,V150,450,3,PIN_LESS_BASED
8/1/2020,0,V010,2540,254,PIN_LESS_BASED
8/17/2020,0,ADJUSTMENT,6335,110,TUM_ADJUSTMENT
8/22/2020,0,V300,14400,48,PIN_LESS_BASED
8/27/2020,1,V010,552700,55270,PIN_BASED
8/30/2020,0,V630,18000,30,PIN_LESS_BASED
9/5/2020,1,V300,127500,425,PIN_BASED
9/25/2020,1,V050,981000,19620,PIN_BASED
9/28/2020,0,V630,44400,74,PIN_LESS_BASED
6/2/2020,0,V010,1980,198,PIN_LESS_BASED
6/16/2020,0,V100,25200,252,PIN_LESS_BASED
6/16/2020,1,V050,696900,13938,PIN_BASED
6/17/2020,0,V2M,34000,17,PIN_LESS_BASED
